            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,
"46040DO0004 Energy Account, Australia, 2017-18",,,,,,,,,,,,,,,,,,,,,,,
Released at 11.30am (Canberra time) 11 December 2019,,,,,,,,,,,,,,,,,,,,,,,
"Table 4.1 Detailed gross physical supply and use of energy, Australia, 2002-03 to 2017-18",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Supply or Use,Input,Commodity,Measure or Industry division (ANZSIC) ,ANZSIC division code,Industry subdivision,ANZSIC subdivision code,Unit,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18
Use,End Use of Energy Products,Natural gas,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,13,13,14,14,14,14,13,14,14,14,12,14,13,12,11,11
Use,End Use of Energy Products,LNG,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Crude oil and feedstocks,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Petrol,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,3,3,3,3,3,3,3,3,3,3,3,4,2,3,2,4
Use,End Use of Energy Products,Diesel,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,11,12,13,13,13,14,14,14,15,17,24,15,24,19,18,25
Use,End Use of Energy Products,Other refined fuels and products,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1
Use,End Use of Energy Products,LPG,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,5,5,5,6,5,5,5,5,5,5,2,2,1,2,2,1
Use,End Use of Energy Products,Biofuels,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wood and wood waste,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Bagasse,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Electricity,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,7,7,7,7,8,8,8,8,8,8,10,10,8,8,7,8
Use,End Use of Energy Products,Hydro energy,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Solar energy ,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wind energy,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Uranium,"Transport, storage and services",I,"Other transport, storage and services","50,51,52,53",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Black coal,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Brown coal,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Coke,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Coal by-products,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Briquettes,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Natural gas,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
Use,End Use of Energy Products,LNG,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Crude oil and feedstocks,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Petrol,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,1,1,1,1,1,1,1,1,1,1,-,-,-,1,1
Use,End Use of Energy Products,Diesel,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Use,End Use of Energy Products,Other refined fuels and products,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,LPG,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Biofuels,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wood and wood waste,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Bagasse,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Electricity,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,9,9,9,9,9,9,9,9,9,9,10,10,9,9,9,9
Use,End Use of Energy Products,Hydro energy,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Solar energy ,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wind energy,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Uranium,Information Media and Telecommunications,J,Information Media and Telecommunications Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Black coal,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Brown coal,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Coke,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Coal by-products,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Briquettes,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Natural gas,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,LNG,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Crude oil and feedstocks,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Petrol,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Diesel,Financial and insurance services,K,Financial and insurance services Total,,PJ,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
Use,End Use of Energy Products,Other refined fuels and products,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,LPG,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Biofuels,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wood and wood waste,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Bagasse,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Electricity,Financial and insurance services,K,Financial and insurance services Total,,PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Use,End Use of Energy Products,Hydro energy,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Solar energy ,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wind energy,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Uranium,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Black coal,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Brown coal,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Coke,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Coal by-products,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Briquettes,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Natural gas,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7
Use,End Use of Energy Products,LNG,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Crude oil and feedstocks,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Petrol,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Use,End Use of Energy Products,Diesel,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,8,8,9,9,9,10,10,9,11,13,12,13,13,13,14,15
Use,End Use of Energy Products,Other refined fuels and products,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,LPG,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-
Use,End Use of Energy Products,Biofuels,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wood and wood waste,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Bagasse,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Electricity,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,21,21,21,21,23,23,23,23,23,23,24,25,19,19,20,20
Use,End Use of Energy Products,Hydro energy,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Solar energy ,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wind energy,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Uranium,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Black coal,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Brown coal,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Coke,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Coal by-products,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Briquettes,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Natural gas,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4
Use,End Use of Energy Products,LNG,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Crude oil and feedstocks,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Petrol,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Use,End Use of Energy Products,Diesel,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,7
Use,End Use of Energy Products,Other refined fuels and products,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,LPG,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1
Use,End Use of Energy Products,Biofuels,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wood and wood waste,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Bagasse,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Electricity,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5
Use,End Use of Energy Products,Hydro energy,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Solar energy ,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wind energy,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Uranium,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Black coal,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Brown coal,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Coke,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Coal by-products,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Briquettes,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Natural gas,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,LNG,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Crude oil and feedstocks,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Petrol,Administrative and support services,N,Administrative and support services Total ,,PJ,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
Use,End Use of Energy Products,Diesel,Administrative and support services,N,Administrative and support services Total ,,PJ,4,4,4,4,4,5,5,5,5,6,6,6,7,7,7,7
Use,End Use of Energy Products,Other refined fuels and products,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,LPG,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1
Use,End Use of Energy Products,Biofuels,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wood and wood waste,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Bagasse,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Electricity,Administrative and support services,N,Administrative and support services Total ,,PJ,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
Use,End Use of Energy Products,Hydro energy,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Solar energy ,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wind energy,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Uranium,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Black coal,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Brown coal,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Coke,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Coal by-products,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Briquettes,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Natural gas,Public administration and safety,O,Public administration and safety Total,,PJ,4,4,4,4,4,5,4,5,5,5,5,5,4,5,5,5
Use,End Use of Energy Products,LNG,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Crude oil and feedstocks,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Petrol,Public administration and safety,O,Public administration and safety Total,,PJ,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4
Use,End Use of Energy Products,Diesel,Public administration and safety,O,Public administration and safety Total,,PJ,13,15,15,15,16,17,17,18,19,20,21,22,18,19,19,20
Use,End Use of Energy Products,Other refined fuels and products,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,LPG,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Biofuels,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,End Use of Energy Products,Wood and wood waste,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
