"Australian Bureau of Statistics",,,,,,,,,,,,,,,,,,,,,,
"46040DO0006 Energy Account, Australia, 2017-18",,,,,,,,,,,,,,,,,,,,,,
Released at 11.30am (Canberra time) 11 December 2019,,,,,,,,,,,,,,,,,,,,,,
"Table 6.1 Detailed net physical supply and use of energy, Australia, 2002-03 to 2017-18",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Supply or Use,Commodity,Industry division (ANZSIC),ANZSIC division code,Industry subdivision,ANZSIC subdivision code,Unit,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18
Use,Diesel,Other services,S,Other services Total,,PJ,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,7
Use,Other refined fuels and products,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,LPG,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1
Use,Biofuels,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wood and Wood waste,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,Other services,S,Other services Total,,PJ,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5
Use,Hydro energy,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,Other services,S,Other services Total,,PJ,14,15,15,15,15,16,15,16,16,16,16,17,17,17,18,18
Use,Black coal,Total use by industry,,Total use by Industry Total,,PJ,153,161,168,164,167,175,121,114,100,98,107,106,104,107,105,105
Use,Brown coal,Total use by industry,,Total use by Industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,Total use by industry,,Total use by Industry Total,,PJ,4,4,6,5,5,5,7,7,7,7,7,8,8,7,8,8
Use,Coal by-products,Total use by industry,,Total use by Industry Total,,PJ,31,33,35,35,33,36,1,1,1,1,1,1,-,1,1,-
Use,Briquettes,Total use by industry,,Total use by Industry Total,,PJ,10,5,7,6,4,4,5,5,5,4,4,4,-,-,-,-
Use,Natural gas,Total use by industry,,Total use by Industry Total,,PJ,479,494,494,490,519,527,523,526,531,546,569,582,571,623,589,592
Use,Liquefied natural gas,Total use by industry,,Total use by Industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,Total use by industry,,Total use by Industry Total,,PJ,63,66,64,66,65,66,67,68,63,58,56,49,43,52,49,53
Use,Petrol,Total use by industry,,Total use by Industry Total,,PJ,69,72,72,72,73,73,72,72,73,72,78,76,63,71,69,70
Use,Diesel,Total use by industry,,Total use by Industry Total,,PJ,490,511,538,549,557,593,602,624,660,709,759,763,796,818,846,880
Use,Other refined fuels and products,Total use by industry,,Total use by Industry Total,,PJ,258,281,302,311,329,344,345,356,379,407,401,414,381,384,394,417
Use,LPG,Total use by industry,,Total use by Industry Total,,PJ,28,28,26,30,29,28,28,27,27,27,23,21,21,22,20,20
Use,Biofuels,Total use by industry,,Total use by Industry Total,,PJ,3,2,2,2,3,4,7,10,12,12,12,12,11,7,7,7
Use,Wood and Wood waste,Total use by industry,,Total use by Industry Total,,PJ,30,30,29,30,32,34,27,28,29,28,27,28,28,30,30,29
Use,Bagasse,Total use by industry,,Total use by Industry Total,,PJ,-,-,-,-,-,-,-,2,2,1,-,-,-,-,-,-
Use,Electricity,Total use by industry,,Total use by Industry Total,,PJ,603,623,621,633,664,662,675,688,684,676,676,686,692,710,713,724
Use,Hydro energy,Total use by industry,,Total use by Industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,Total use by industry,,Total use by Industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,Total use by industry,,Total use by Industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,Total use by industry,,Total use by Industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,Total use by industry,,Total use by Industry Total,,PJ,"2,222","2,311","2,366","2,393","2,480","2,551","2,480","2,527","2,572","2,647","2,720","2,749","2,720","2,832","2,831","2,904"
Use,Black coal,Consumption by households,,Consumption by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Brown coal,Consumption by households,,Consumption by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,Consumption by households,,Consumption by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,Consumption by households,,Consumption by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,Consumption by households,,Consumption by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,Consumption by households,,Consumption by households Total,,PJ,123,123,126,130,132,133,136,139,144,147,151,155,158,161,161,161
Use,Liquefied natural gas,Consumption by households,,Consumption by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,Consumption by households,,Consumption by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,Consumption by households,,Consumption by households Total,,PJ,552,573,574,572,576,577,571,573,582,573,564,548,560,549,570,561
Use,Diesel,Consumption by households,,Consumption by households Total,,PJ,84,88,94,94,94,102,103,107,114,125,140,165,169,169,183,209
Use,Other refined fuels and products,Consumption by households,,Consumption by households Total,,PJ,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,LPG,Consumption by households,,Consumption by households Total,,PJ,72,73,69,79,75,73,73,70,71,71,75,74,74,68,56,50
Use,Biofuels,Consumption by households,,Consumption by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wood and Wood waste,Consumption by households,,Consumption by households Total,,PJ,73,71,68,66,63,61,58,56,53,53,53,52,50,49,49,48
Use,Bagasse,Consumption by households,,Consumption by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,Consumption by households,,Consumption by households Total,,PJ,189,196,193,196,202,203,205,211,219,216,213,203,208,208,206,207
Use,Hydro energy,Consumption by households,,Consumption by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,Consumption by households,,Consumption by households Total,,PJ,3,3,3,2,6,7,8,12,17,21,26,29,34,37,42,49
Use,Wind energy,Consumption by households,,Consumption by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,Consumption by households,,Consumption by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,Consumption by households,,Consumption by households Total,,PJ,"1,099","1,129","1,127","1,139","1,148","1,156","1,155","1,167","1,199","1,206","1,223","1,226","1,253","1,243","1,268","1,285"
Use,Black coal,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Brown coal,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,Government use,,Government use Total,,PJ,9,8,9,9,9,9,9,9,9,9,9,10,9,9,10,10
Use,Liquefied natural gas,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,Government use,,Government use Total,,PJ,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8
Use,Diesel,Government use,,Government use Total,,PJ,20,22,22,23,23,25,25,27,28,29,31,32,27,27,28,30
Use,Other refined fuels and products,Government use,,Government use Total,,PJ,12,12,11,11,12,9,9,9,10,11,11,12,12,12,11,11
Use,LPG,Government use,,Government use Total,,PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Use,Biofuels,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wood and Wood waste,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,Government use,,Government use Total,,PJ,38,39,38,38,41,41,41,41,42,41,44,46,52,54,55,55
Use,Hydro energy,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,Government use,,Government use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,Government use,,Government use Total,,PJ,86,89,88,89,92,93,92,95,97,99,104,107,108,110,113,115
Use,Black coal,Accumulation,,Accumulation Total,,PJ,-74,-203,-114,-46,79,-87,24,-34,-213,17,114,-11,-31,-170,111,220
Use,Brown coal,Accumulation,,Accumulation Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,Accumulation,,Accumulation Total,,PJ,11,20,22,19,18,17,5,11,13,6,-2,-3,-3,-4,-7,-10
Use,Coal by-products,Accumulation,,Accumulation Total,,PJ,-5,-11,-1,-2,-4,-4,10,8,7,7,9,9,5,4,4,4
Use,Briquettes,Accumulation,,Accumulation Total,,PJ,-2,-3,-1,2,1,-,-,-,-,-,-,-,-,-1,-,-
Use,Natural gas,Accumulation,,Accumulation Total,,PJ,88,53,59,89,102,163,111,50,132,-10,47,117,77,131,-18,-14
Use,Liquefied natural gas,Accumulation,,Accumulation Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,Accumulation,,Accumulation Total,,PJ,-90,-239,-179,-90,-84,-84,-126,-39,-176,-171,-187,-158,-165,-171,-162,-176
Use,Petrol,Accumulation,,Accumulation Total,,PJ,5,24,39,15,23,25,66,45,2,1,9,-15,-11,-10,-45,-40
Use,Diesel,Accumulation,,Accumulation Total,,PJ,-54,-22,-3,-45,-44,24,51,27,36,63,57,53,33,21,-7,18
Use,Other refined fuels and products,Accumulation,,Accumulation Total,,PJ,109,138,92,32,85,109,120,88,113,140,96,60,104,99,93,119
Use,LPG,Accumulation,,Accumulation Total,,PJ,-3,-1,4,-,12,12,13,12,8,20,3,2,2,3,-7,-4
Use,Biofuels,Accumulation,,Accumulation Total,,PJ,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1
Use,Wood and Wood waste,Accumulation,,Accumulation Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-,-
Use,Bagasse,Accumulation,,Accumulation Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,Accumulation,,Accumulation Total,,PJ,2,2,2,2,2,2,2,2,2,2,-7,-7,-7,-7,-7,-7
Use,Hydro energy,Accumulation,,Accumulation Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,Accumulation,,Accumulation Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,Accumulation,,Accumulation Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,Accumulation,,Accumulation Total,,PJ,-198,221,-133,-109,6,-9,100,-232,88,351,265,-305,461,-354,101,-688
Use,Total,Accumulation,,Accumulation Total,,PJ,-213,-22,-213,-135,194,169,376,-62,11,424,401,-259,465,-460,56,-579
Use,Black coal,Exports,,Exports Total,,PJ,"5,934","6,228","6,615","6,612","6,952","7,157","7,384","8,305","8,055","8,516","9,476","10,578","11,067","11,001","10,686","10,761"
Use,Brown coal,Exports,,Exports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,Exports,,Exports Total,,PJ,8,-,-,-,-,-,-,-,-,16,31,27,18,20,20,20
Use,Coal by-products,Exports,,Exports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,Exports,,Exports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,Exports,,Exports Total,,PJ,3,3,3,3,4,4,5,5,5,4,4,4,4,5,5,5
Use,Liquefied natural gas,Exports,,Exports Total,,PJ,426,431,576,654,780,744,838,987,"1,102","1,041","1,298","1,284","1,383","2,016","2,855","3,376"
Use,Crude oil and feedstocks,Exports,,Exports Total,,PJ,775,649,584,486,596,597,678,726,788,690,634,584,582,534,498,500
Use,Petrol,Exports,,Exports Total,,PJ,48,39,38,35,38,33,22,21,19,18,15,17,19,20,27,23
Use,Diesel,Exports,,Exports Total,,PJ,41,35,15,17,12,19,15,8,6,6,4,3,4,3,6,5
Use,Other refined fuels and products,Exports,,Exports Total,,PJ,38,31,27,36,26,27,21,17,18,33,28,17,18,19,28,30
Use,LPG,Exports,,Exports Total,,PJ,86,79,79,78,103,95,96,101,93,76,87,82,66,63,71,69
Use,Biofuels,Exports,,Exports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wood and Wood waste,Exports,,Exports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,Exports,,Exports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,Exports,,Exports Total,,PJ,5,6,6,6,7,7,9,8,7,6,5,5,6,7,7,7
Use,Hydro energy,Exports,,Exports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,Exports,,Exports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,Exports,,Exports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,Exports,,Exports Total,,PJ,"4,509","4,277","5,287","4,819","4,474","4,766","4,754","3,551","3,267","3,251","3,944","3,100","2,592","3,956","3,328","3,815"
Use,Total,Exports,,Exports Total,,PJ,"11,874","11,776","13,230","12,747","12,991","13,449","13,822","13,728","13,359","13,658","15,525","15,700","15,760","17,645","17,531","18,609"
Use,Black coal,Use,,Total Net Use Total,,PJ,"6,013","6,187","6,669","6,730","7,197","7,246","7,530","8,385","7,942","8,631","9,696","10,673","11,141","10,938","10,902","11,086"
Use,Brown coal,Use,,Total Net Use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,Use,,Total Net Use Total,,PJ,23,24,28,25,24,23,12,18,21,29,36,32,24,23,21,18
Use,Coal by-products,Use,,Total Net Use Total,,PJ,26,22,34,32,29,31,11,9,8,8,10,10,5,5,5,5
Use,Briquettes,Use,,Total Net Use Total,,PJ,8,3,6,7,5,4,5,5,5,5,4,4,-,-,-,-
Use,Natural gas,Use,,Total Net Use Total,,PJ,693,673,683,712,756,828,776,721,811,686,771,858,811,920,737,743
Use,Liquefied natural gas,Use,,Total Net Use Total,,PJ,426,431,576,654,780,744,838,987,"1,102","1,041","1,298","1,284","1,383","2,016","2,855","3,376"
Use,Crude oil and feedstocks,Use,,Total Net Use Total,,PJ,748,477,469,462,577,579,619,755,675,577,502,474,460,416,385,376
Use,Petrol,Use,,Total Net Use Total,,PJ,674,708,723,693,709,708,731,711,676,663,666,626,630,631,621,614
Use,Diesel,Use,,Total Net Use Total,,PJ,561,611,644,614,618,738,770,766,816,903,961,984,"1,002","1,012","1,028","1,111"
Use,Other refined fuels and products,Use,,Total Net Use Total,,PJ,408,451,421,379,440,480,487,461,510,580,524,491,504,502,515,567
Use,LPG,Use,,Total Net Use Total,,PJ,182,179,179,188,218,208,210,210,200,195,187,180,164,156,140,134
Use,Biofuels,Use,,Total Net Use Total,,PJ,2,1,1,1,2,3,6,9,10,10,11,11,10,6,6,6
Use,Wood and Wood waste,Use,,Total Net Use Total,,PJ,103,100,97,96,95,95,86,84,82,81,79,79,77,78,79,77
Use,Bagasse,Use,,Total Net Use Total,,PJ,-,-,-,-,-,-,-,2,2,1,-,-,-,-,-,-
Use,Electricity,Use,,Total Net Use Total,,PJ,800,827,823,838,875,875,891,909,912,900,887,887,899,917,919,931
Use,Hydro energy,Use,,Total Net Use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,Use,,Total Net Use Total,,PJ,3,3,3,3,6,7,9,12,17,21,27,29,34,38,42,49
Use,Wind energy,Use,,Total Net Use Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,Use,,Total Net Use Total,,PJ,"4,311","4,497","5,154","4,710","4,480","4,757","4,854","3,319","3,355","3,602","4,209","2,795","3,053","3,603","3,429","3,127"
Use,Total,Use,,Total Net Use Total,,PJ,"14,982","15,194","16,510","16,143","16,812","17,325","17,833","17,361","17,142","17,935","19,869","19,417","20,197","21,260","21,686","22,220"
Use,Black coal,Conversions and losses,,Conversions and losses Total,,PJ,"1,274","1,349","1,386","1,412","1,435","1,405","1,479","1,374","1,302","1,255","1,205","1,134","1,147","1,219","1,260","1,284"
Use,Brown coal,Conversions and losses,,Conversions and losses Total,,PJ,732,727,737,745,728,732,752,759,737,745,645,625,678,635,584,473
Use,Coke,Conversions and losses,,Conversions and losses Total,,PJ,-23,-24,-28,-25,-24,-23,-12,-18,-21,-29,-36,-32,-24,-23,-21,-18
Use,Coal by-products,Conversions and losses,,Conversions and losses Total,,PJ,-26,-22,-34,-32,-29,-31,-11,-9,-8,-8,-10,-10,-5,-5,-5,-5
Use,Briquettes,Conversions and losses,,Conversions and losses Total,,PJ,-8,-3,-6,-7,-5,-4,-5,-5,-5,-5,-4,-4,-,-,-,-
Use,Natural gas,Conversions and losses,,Conversions and losses Total,,PJ,769,790,954,"1,037","1,263","1,252","1,428","1,575","1,698","1,684","1,951","1,950","2,070","2,693","3,599","4,175"
Use,Liquefied natural gas,Conversions and losses,,Conversions and losses Total,,PJ,-426,-431,-576,-654,-780,-744,-838,-987,"-1,102","-1,041","-1,298","-1,284","-1,383","-2,016","-2,855","-3,376"
Use,Crude oil and feedstocks,Conversions and losses,,Conversions and losses Total,,PJ,"1,566","1,465","1,480","1,343","1,440","1,399","1,414","1,370","1,570","1,499","1,495","1,402","1,223","1,054","1,024","1,081"
Use,Petrol,Conversions and losses,,Conversions and losses Total,,PJ,-613,-594,-613,-565,-606,-584,-587,-574,-569,-533,-534,-497,-436,-398,-378,-390
Use,Diesel,Conversions and losses,,Conversions and losses Total,,PJ,-498,-481,-491,-378,-408,-449,-451,-430,-474,-469,-477,-458,-415,-325,-312,-333
Use,Other refined fuels and products,Conversions and losses,,Conversions and losses Total,,PJ,-349,-350,-313,-265,-284,-287,-279,-251,-314,-385,-324,-280,-271,-207,-222,-251
Use,LPG,Conversions and losses,,Conversions and losses Total,,PJ,1,1,1,1,1,1,1,1,1,1,-,1,-,-,-,-
Use,Biofuels,Conversions and losses,,Conversions and losses Total,,PJ,9,10,8,9,9,12,14,14,16,17,15,18,18,17,16,17
Use,Wood and Wood waste,Conversions and losses,,Conversions and losses Total,,PJ,2,3,3,3,3,4,3,4,3,2,12,13,15,17,18,17
Use,Bagasse,Conversions and losses,,Conversions and losses Total,,PJ,95,101,108,109,111,111,65,92,82,83,95,90,103,103,110,100
Use,Electricity,Conversions and losses,,Conversions and losses Total,,PJ,-799,-827,-822,-837,-874,-875,-891,-909,-911,-900,-887,-887,-899,-917,-919,-930
Use,Hydro energy,Conversions and losses,,Conversions and losses Total,,PJ,59,59,56,58,52,43,43,49,61,51,66,66,48,55,58,57
Use,Solar energy,Conversions and losses,,Conversions and losses Total,,PJ,-,-,-,-,-,-,-,-,1,1,1,1,1,2,3,4
Use,Wind energy,Conversions and losses,,Conversions and losses Total,,PJ,3,3,3,6,9,11,14,18,22,25,29,37,41,44,45,55
Use,Uranium,Conversions and losses,,Conversions and losses Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,Conversions and losses,,Conversions and losses Total,,PJ,"1,768","1,775","1,854","1,960","2,041","1,974","2,140","2,074","2,087","1,993","1,944","1,886","1,912","1,947","2,006","1,960"
Use,Black coal,Total use ,,,,PJ,"7,287","7,535","8,055","8,141","8,632","8,651","9,009","9,759","9,244","9,885","10,902","11,807","12,288","12,157","12,162","12,370"
Use,Brown coal,Total use ,,,,PJ,732,727,737,745,728,732,752,759,737,745,645,625,678,635,584,473
Use,Coke,Total use ,,,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,Total use ,,,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,Total use ,,,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,Total use ,,,,PJ,"1,462","1,463","1,638","1,749","2,019","2,080","2,204","2,296","2,509","2,370","2,722","2,808","2,881","3,613","4,336","4,918"
Use,Liquefied natural gas,Total use ,,,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,Total use ,,,,PJ,"2,315","1,942","1,949","1,805","2,017","1,978","2,033","2,125","2,245","2,076","1,998","1,876","1,683","1,469","1,409","1,457"
Use,Petrol,Total use ,,,,PJ,61,114,110,128,103,124,144,138,107,131,132,129,194,233,243,223
Use,Diesel,Total use ,,,,PJ,63,131,153,237,211,289,319,335,341,434,484,526,587,687,716,778
Use,Other refined fuels and products,Total use ,,,,PJ,59,101,108,114,155,193,208,210,196,195,200,211,233,294,293,316
Use,LPG,Total use ,,,,PJ,183,180,180,189,219,209,210,210,200,196,187,180,164,156,141,135
Use,Biofuels,Total use ,,,,PJ,11,11,9,10,11,15,20,23,26,28,26,29,28,23,22,23
Use,Wood and Wood waste,Total use ,,,,PJ,105,103,100,99,99,99,89,88,85,83,91,93,92,96,98,94
Use,Bagasse,Total use ,,,,PJ,95,101,108,109,111,111,65,93,83,85,95,90,103,103,110,100
Use,Electricity,Total use ,,,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
