            Australian Bureau of Statistics,Input,Commodity,Measure or Industry division (ANZSIC),Unit,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18
Use,End Use of Energy Products,LNG,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,Accommodation and food services,PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Use,End Use of Energy Products,Diesel,Accommodation and food services,PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Use,End Use of Energy Products,Other refined fuels and products,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,Accommodation and food services,PJ,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
Use,End Use of Energy Products,Biofuels,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,Accommodation and food services,PJ,15,15,15,15,16,16,16,16,17,16,18,18,22,23,23,23
Use,End Use of Energy Products,Hydro energy,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,"Transport, storage and services",PJ,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,0
Use,End Use of Energy Products,LNG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,"Transport, storage and services",PJ,5,5,5,5,5,5,5,5,5,5,4,4,5,3,4,4
Use,End Use of Energy Products,Diesel,"Transport, storage and services",PJ,128,134,141,144,147,156,159,165,175,187,194,192,196,199,202,203
Use,End Use of Energy Products,Other refined fuels and products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,"Transport, storage and services",PJ,3,3,3,4,3,3,3,3,3,3,2,3,2,1,2,2
Use,End Use of Energy Products,Biofuels,"Transport, storage and services",PJ,0,0,0,0,1,3,6,7,9,9,9,8,6,6,6,6
Use,End Use of Energy Products,Wood and wood waste,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,"Transport, storage and services",PJ,1,1,1,1,1,2,1,2,2,2,1,2,2,2,3,2
Use,End Use of Energy Products,Hydro energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LNG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Diesel,"Transport, storage and services",PJ,21,22,23,24,24,26,26,27,29,31,34,30,30,30,30,29
Use,End Use of Energy Products,Other refined fuels and products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Biofuels,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,"Transport, storage and services",PJ,4,4,4,4,4,5,4,5,5,5,5,5,6,5,6,6
Use,End Use of Energy Products,Hydro energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,"Transport, storage and services",PJ,5,6,8,7,7,8,5,4,3,3,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LNG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Diesel,"Transport, storage and services",PJ,1,1,2,2,2,2,2,2,2,2,3,3,3,2,2,3
Use,End Use of Energy Products,Other refined fuels and products,"Transport, storage and services",PJ,39,41,38,39,39,43,41,34,30,36,27,31,23,24,24,24
Use,End Use of Energy Products,LPG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Biofuels,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Hydro energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LNG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Diesel,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Use,End Use of Energy Products,Other refined fuels and products,"Transport, storage and services",PJ,159,180,202,209,230,236,241,255,263,273,289,303,302,316,331,346
Use,End Use of Energy Products,LPG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Biofuels,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,"Transport, storage and services",PJ,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Use,End Use of Energy Products,Hydro energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,"Transport, storage and services",PJ,13,13,14,14,14,14,13,14,14,14,12,14,13,12,11,11
Use,End Use of Energy Products,LNG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,"Transport, storage and services",PJ,3,3,3,3,3,3,3,3,3,3,3,4,2,3,2,4
Use,End Use of Energy Products,Diesel,"Transport, storage and services",PJ,11,12,13,13,13,14,14,14,15,17,24,15,24,19,18,25
Use,End Use of Energy Products,Other refined fuels and products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Use,End Use of Energy Products,LPG,"Transport, storage and services",PJ,5,5,5,6,5,5,5,5,5,5,2,2,1,2,2,1
Use,End Use of Energy Products,Biofuels,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,"Transport, storage and services",PJ,7,7,7,7,8,8,8,8,8,8,10,10,8,8,7,8
Use,End Use of Energy Products,Hydro energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Use,End Use of Energy Products,LNG,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,Information Media and Telecommunications,PJ,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
Use,End Use of Energy Products,Diesel,Information Media and Telecommunications,PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Use,End Use of Energy Products,Other refined fuels and products,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Biofuels,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,Information Media and Telecommunications,PJ,9,9,9,9,9,9,9,9,9,9,10,10,9,9,9,9
Use,End Use of Energy Products,Hydro energy,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,Information Media and Telecommunications,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LNG,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Diesel,Financial and insurance services,PJ,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
Use,End Use of Energy Products,Other refined fuels and products,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Biofuels,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,Financial and insurance services,PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Use,End Use of Energy Products,Hydro energy,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,Financial and insurance services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,"Rental, hiring and real estate services",PJ,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7
Use,End Use of Energy Products,LNG,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,"Rental, hiring and real estate services",PJ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Use,End Use of Energy Products,Diesel,"Rental, hiring and real estate services",PJ,8,8,9,9,9,10,10,9,11,13,12,13,13,13,14,15
Use,End Use of Energy Products,Other refined fuels and products,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,"Rental, hiring and real estate services",PJ,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Use,End Use of Energy Products,Biofuels,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,"Rental, hiring and real estate services",PJ,21,21,21,21,23,23,23,23,23,23,24,25,19,19,20,20
Use,End Use of Energy Products,Hydro energy,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,"Rental, hiring and real estate services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,"Professional, scientific and technical services",PJ,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4
Use,End Use of Energy Products,LNG,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,"Professional, scientific and technical services",PJ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Use,End Use of Energy Products,Diesel,"Professional, scientific and technical services",PJ,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,7
Use,End Use of Energy Products,Other refined fuels and products,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Use,End Use of Energy Products,Biofuels,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,"Professional, scientific and technical services",PJ,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5
Use,End Use of Energy Products,Hydro energy,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,"Professional, scientific and technical services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,Administrative and support services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
